id,title,description,release_year,runtime,genres,production_countries,my_rating,description_join
tm850176,Leslie Jones: Time Machine,"From trying to seduce Prince to battling sleep apnea, Leslie Jones traces her evolution as an adult in a joyfully raw and outrageous stand-up special.",2020,66,['comedy'],['unknown_country'],5.9,trying seduce prince battling sleep apnea leslie jones trace evolution adult joyfully raw outrageous standup special
tm945831,The Magic School Bus Rides Again: The Frizz Connection,"Lightning splits the Magic School Bus into three pieces, scattering the class across the globe with different versions of Ms. Frizzle aboard each bus!",2020,44,"['animation', 'family']",['US'],7.7,lightning split magic school bus three piece scattering class across globe different version frizzle aboard bus
tm862830,Seriously Single,"Dineo is the definition of serial monogamist. She dates to fall in love; she falls in love to get married. But she never gets married. She always ends up being dumped. When she meets Lunga Sibiya, he seems to be the man she's waited her whole life for, a man who shares her values when it comes to love and relationships. Or so she thinks - Until she accidentally finds out that the man she was busy planning her forever with, had been planning his forever with someone else. After a messy breakup with Lunga, her commitment-phobic bestie, Noni, helps Dineo face what she dreads most: life as a single woman. Forced to move out of Lunga's apartment, Dineo seeks refuge with Noni. But letting go of another failed relationship is hard for Dineo. Now at her lowest point, Noni encourages Dineo to enjoy the spoils of singledom. Have fun. Meet new people. Become her own person. It's an intimidating notion for Dineo. She hasn't been single in years. But Noni is happy to be her guide. Together, they take the city night life by storm. But love is a difficult thing to avoid: Noni unexpectedly finds herself falling for an unlikely man and Dineo struggles to sidestep the traps of her romantic flaws. This is further complicated when Lunga realises the mistake he's made and declares his undying love to Dineo, wanting her back. Is Dineo strong enough to honour the new version of herself or will her fear of loneliness have her running back into Lunga's arms?",2020,107,"['comedy', 'romance']",['ZA'],6.622032938088964,dineo definition serial monogamist date fall love fall love get married never get married always end dumped meet lunga sibiya seems man waited whole life man share value come love relationship think accidentally find man busy planning forever planning forever someone else messy breakup lunga commitmentphobic bestie noni help dineo face dread life single woman forced move lunga apartment dineo seek refuge noni letting another failed relationship hard dineo lowest point noni encourages dineo enjoy spoil singledom fun meet new people become person intimidating notion dineo single year noni happy guide together take city night life storm love difficult thing avoid noni unexpectedly find falling unlikely man dineo struggle sidestep trap romantic flaw complicated lunga realises mistake made declares undying love dineo wanting back dineo strong enough honour new version fear loneliness running back lunga arm
tm971819,Four Sisters Before the Wedding,"After discovering that their parents' marriage is on the brink of ending, the Salazar siblings scheme to bring them back together in time for their 20th anniversary in a prequel to ""Four Sisters and a Wedding.""",2020,116,"['comedy', 'drama']",['unknown_country'],6.2,discovering parent marriage brink ending salazar sibling scheme bring back together time 20th anniversary prequel four sister wedding
tm915354,Girl's Revenge,"At a birthday party, a sex video is filmed without consent and Ren Li-cha is the girl in the video. The clip circulates among the students and Li-cha is mocked and bullied as a result. Wu Yun-heng, a transfer student, went to the party with Li-cha. As she cannot stand how much Li-cha is suffering'  she is determined to find out about the truth behind the incident, fighting for her best friend. However, as she gets closer to the truth, she is about to shatter the peace in school.....",2020,81,['drama'],['TW'],5.109067222943542,birthday party sex video filmed without consent ren licha girl video clip circulates among student licha mocked bullied result yunheng transfer student went party licha stand much licha suffering determined find truth behind incident fighting best friend however get closer truth shatter peace school
tm881575,Velvet Colección: Grand Finale,"Christmas 1969: the upcoming sale of Velvet brings the former and current staff together in Madrid for good memories, a second chance and a new beginning.",2020,82,"['comedy', 'romance']","['US', 'ES']",4.004641885270866,christmas 1969 upcoming sale velvet brings former current staff together madrid good memory second chance new beginning
tm848261,Aaviri,"A thriller film directed by Ravi Babu, starring Ravi Babu and Neha Chauhan in the lead roles.",2019,113,"['drama', 'thriller']",['IN'],3.9526888371262343,thriller film directed ravi babu starring ravi babu neha chauhan lead role
tm454431,A Home with a View,"A billboard wreaks havock in a Hong Kong family life. The Lo family live in an old  flat in the middle of a noisy neighborhood: father, mother, unemployed son, teenage daughter and his elderly, disabled father. Now a billboard is blocking their view and their already chaotic life becomes sheer madness.",2019,92,"['comedy', 'drama']",['HK'],5.9906632337912455,billboard wreaks havock hong kong family life family live old flat middle noisy neighborhood father mother unemployed son teenage daughter elderly disabled father billboard blocking view already chaotic life becomes sheer madness
tm890479,The Claudia Kishi Club,"Asian American creatives pay passionate tribute to the iconic, stereotype-busting ""Baby-Sitters Club"" character in this heartfelt documentary short.",2020,17,['documentation'],['US'],4.700000000000001,asian american creatives pay passionate tribute iconic stereotypebusting babysitter club character heartfelt documentary short
tm982018,A Trash Truck Christmas,"When Santa crash-lands in the junkyard on Christmas Eve, Hank, Trash Truck and their animal friends all have a hand in rescuing the holiday for everyone.",2020,28,"['action', 'family', 'animation', 'comedy']",['US'],6.488337799185789,santa crashlands junkyard christmas eve hank trash truck animal friend hand rescuing holiday everyone
tm1015303,RattleSnake: The Ahanna Story,"Ahanna, a young gentleman who decides to rob the life he always wanted and dreamt of. He assembles a group of men called ""The Armadas"" with several different skills, carrying out a series of spectacular heists. But things takes a swift u-turn and the gang suddenly find themselves with better enemies on both sides.",2020,135,['drama'],['unknown_country'],4.7,ahanna young gentleman decides rob life always wanted dreamt assembles group men called armada several different skill carrying series spectacular heist thing take swift uturn gang suddenly find better enemy side
tm813231,The Bling Lagosians,"As each member of the Holloway family works to solve their problems, they prepare for Mopelola's party, which will clearly become the year's biggest society event. But the buzz about the party compels the Asset Management Corporation to foreclose on ST. IVES, the family business, after the death of Akin Holloway's his godfather Baba Eko, who had been protecting him. He must then fight a bigger battle: getting Mopelola to cancel her party and maintain a low profile to get them off the radar while he tries to save the business.",2019,97,['drama'],['NG'],6.015702728290141,member holloway family work solve problem prepare mopelola party clearly become year biggest society event buzz party compels asset management corporation foreclose ives family business death akin holloway godfather baba eko protecting must fight bigger battle getting mopelola cancel party maintain low profile get radar try save business
tm835414,Sitara,A Bangaldeshi housewife crosses the border to start her a new life where she struggles to deal with the pain and betrayal of her own family and making a living on her own.,2019,128,"['drama', 'animation']",['IN'],7.1,bangaldeshi housewife cross border start new life struggle deal pain betrayal family making living
tm823459,Léa & I,"Best friends travel though Latin America meeting shamans, experimenting with plant medicines, and wondering about what makes a life well-lived when one of them might have half the time to live it.",2019,84,['documentation'],['US'],5.938379347366091,best friend travel though latin america meeting shaman experimenting plant medicine wondering make life welllived one might half time live
tm832463,Mundina Nildana,Three different people with three different goals set out on a liberating journey that is supposed to take them to their next destination in life.,2019,106,"['drama', 'romance', 'comedy']",['IN'],6.040579884901755,three different people three different goal set liberating journey supposed take next destination life
tm836449,Tuna Girl,A clumsy but cheerful fisheries student struggles to find her place at a research institute renowned for its tuna cultivation. The work isn't easy.,2019,89,"['drama', 'comedy']",['JP'],6.464446411113839,clumsy cheerful fishery student struggle find place research institute renowned tuna cultivation work easy
tm832844,Mo Gilligan: Momentum,"Mo Gilligan blends smooth moves and sharp humor as he riffs on humble beginnings, family dynamics and the complex art of dancing in the club.",2019,64,['comedy'],['GB'],5.433839742476402,gilligan blend smooth move sharp humor riff humble beginning family dynamic complex art dancing club
tm898322,This Lady Called Life,"Becoming a chef is Aiye’s greatest desire. But. She is a young, struggling, single mother who has been abandoned by her family. To settle for defeat, or to fight against all odds to become the chef of her dreams? That is the question.",2020,120,['drama'],['NG'],6.7,becoming chef aiye greatest desire young struggling single mother abandoned family settle defeat fight odds become chef dream question
tm925702,Andre and His Olive Tree,"Chef André Chiang is returning his Michelin stars, and has publicly declared that he is returning to his roots after 30 years. What would make him do so? How does the perfectionist define success? What haunts him at night?  Following Chef André weeks before he officially closes his restaurant, we chart his emotional journey, and dive into nostalgic elements of his life. From how he first fell in love with cooking as a result of his mother’s influence, to the challenges that he faced when he first learnt cooking in France, we tell the story of a passionate and determined individual, now ready for the next season of his life.",2020,104,['documentation'],['SG'],5.204534192821109,chef andré chiang returning michelin star publicly declared returning root year would make perfectionist define success haunt night following chef andré week officially close restaurant chart emotional journey dive nostalgic element life first fell love cooking result mother influence challenge faced first learnt cooking france tell story passionate determined individual ready next season life
tm887376,Go! Go! Cory Carson: The Chrissy,"The Carson kids win a talent show with a dance that Cory created. But when ""The Chrissy"" catches on, his little sister gets all of the attention.",2020,42,"['animation', 'family']","['US', 'FR', 'JP']",6.0,carson kid win talent show dance cory created chrissy catch little sister get attention
tm472999,Guddiyan Patole,"Guddiyan Patole is a Punjabi movie starring Sonam Bajwa, Gurnam Bhullar and Nirmal Rishi in prominent roles. It is a drama directed by Vijay Kumar Arora, with Jagdeep Sidhu as writer, forming part of the crew.",2019,127,"['comedy', 'drama']",['IN'],8.68967995688479,guddiyan patole punjabi movie starring sonam bajwa gurnam bhullar nirmal rishi prominent role drama directed vijay kumar arora jagdeep sidhu writer forming part crew
tm859424,Maradona's Legs,"During the 1990 World Cup, two young Palestinian boys are on a quest for “Maradona’s legs”; the last missing sticker that they need in order to complete their world cup album and win a free Atari.",2019,24,"['drama', 'comedy']","['AF', 'DE', 'PS']",8.5,1990 world cup two young palestinian boy quest maradona leg last missing sticker need order complete world cup album win free atari
tm863879,Kaamyaab,"The human drama is based on an interesting premise of a seasoned character actor who decides to come out of retirement and begin a quest for a record of some sorts, that elusive 500th role, the one for which he shall be remembered forever.",2020,109,"['comedy', 'drama']",['IN'],6.8,human drama based interesting premise seasoned character actor decides come retirement begin quest record sort elusive 500th role one shall remembered forever
tm925186,Santana,Two brothers — one a narcotics agent and the other a general — finally discover the identity of the drug lord who murdered their parents decades ago. They may kill each other before capturing the bad guys.,2020,106,"['action', 'crime', 'drama']","['ZA', 'AO']",5.381948034987941,two brother one narcotic agent general finally discover identity drug lord murdered parent decade ago may kill capturing bad guy
tm852728,Hunter in the Blue Side of Manchester,"To honor his father, a diligent college graduate takes on the daunting goal of becoming a reporter for an English Premier League soccer club.",2020,89,['drama'],['ID'],5.7,honor father diligent college graduate take daunting goal becoming reporter english premier league soccer club
tm846630,Tarung Sarung,"Wealthy and spoiled, a young man finds something to fight for when he falls in love with an environmental activist protesting his family's business.",2020,115,"['drama', 'action', 'sport', 'thriller']",['ID'],7.313927396325524,wealthy spoiled young man find something fight fall love environmental activist protesting family business
tm918959,A Go! Go! Cory Carson Summer Camp,"Cory's spending the summer at Camp Friendship with his best friend, Freddie. But jealousy flares when Freddie brings his cousin Rosie along for the ride.",2020,20,['animation'],['US'],2.7,cory spending summer camp friendship best friend freddie jealousy flare freddie brings cousin rosie along ride
tm813929,Gold Statue,"A prized gold statue drives two best buddies on an adventure to find it and unlock its powers. But does the statue even really exist - and if found, does it really hold magical powers?",2019,145,"['drama', 'comedy']",['NG'],4.078989103605745,prized gold statue drive two best buddy adventure find unlock power statue even really exist found really hold magical power
tm475815,The Zoya Factor,An advertising agency executive Zoya Singh Solanki meets the Indian cricket team and ends up becoming their lucky charm at the 2011 Cricket World Cup.,2019,134,"['romance', 'sport', 'comedy', 'drama']",['IN'],5.204448444503453,advertising agency executive zoya singh solanki meet indian cricket team end becoming lucky charm 2011 cricket world cup
tm683841,"Hello, Love, Goodbye",A bartender romances a domestic helper despite the fact that she is moving to Canada.,2019,118,"['drama', 'romance']","['HK', 'PH']",6.215090199926085,bartender romance domestic helper despite fact moving canada
tm468824,Super Monsters Furever Friends,"On the first night of spring, the Super Monsters gather for food, fun and games in the park -- and get to meet their adorable new pets!",2019,58,"['fantasy', 'animation']",['unknown_country'],6.198557354238711,first night spring super monster gather food fun game park get meet adorable new pet
tm474647,Hot Gimmick: Girl Meets Boy,"A quiet teen's life is shaken up when she's forced to be her arrogant neighbor's slave. He loves her, but they both have a lot to learn about trust.",2019,119,"['drama', 'romance']",['JP'],5.956682247716669,quiet teen life shaken forced arrogant neighbor slave love lot learn trust
tm854786,Yeh Ballet,"Discovered by an eccentric ballet master, two gifted but underprivileged Mumbai teens face bigotry and disapproval as they pursue their dancing dreams.",2020,117,['drama'],['IN'],7.658552696062761,discovered eccentric ballet master two gifted underprivileged mumbai teen face bigotry disapproval pursue dancing dream
tm973704,Andhaghaaram,"As a blind librarian, dispirited cricketer and desolate psychiatrist each seek retribution and release, their lives overlap under eerie influences.",2020,171,"['thriller', 'horror']",['IN'],7.64012506178697,blind librarian dispirited cricketer desolate psychiatrist seek retribution release life overlap eerie influence
tm467735,Liss Pereira: Reteniendo Liquidos,"A Pregnant Liss Pereira shares hilariously uncomfortable truths about sex, love, attraction and the lies we tell in modern relationships.",2019,59,['comedy'],['unknown_country'],7.048288065374285,pregnant li pereira share hilariously uncomfortable truth sex love attraction lie tell modern relationship
tm676905,Hire a Woman,A young man attends a college reunion with a fake girlfriend in an attempt to make his ex jealous.,2019,109,"['romance', 'comedy']",['unknown_country'],7.1,young man attends college reunion fake girlfriend attempt make jealous
tm844201,Super Monsters Save Christmas,"On Christmas Eve, the Super Monsters get together to make decorations, but end up having to find Santa's missing reindeer in order to save their holiday.",2019,24,"['family', 'animation', 'fantasy']",['US'],5.978385234643672,christmas eve super monster get together make decoration end find santa missing reindeer order save holiday
tm833361,True: Tricky Treat Day,It's up to True and her friends to save the day when a hungry Yeti sneaks a forbidden treat and fills the kingdom with Howling Greenies.,2019,23,"['animation', 'family']",['unknown_country'],7.0,true friend save day hungry yeti sneak forbidden treat fill kingdom howling greenies
tm437379,I'm Leaving Now,"After 16 years in Brooklyn, working three low-paying jobs and sending the bulk of his earnings to his wife and children, undocumented immigrant Felipe decides to return home to his family in Mexico. But when he informs them of his plans, he discovers that they've squandered the money, are deeply in debt and don’t want him to return. They need him to stay in the U.S. and continue to earn.",2019,74,"['documentation', 'european']","['MX', 'US']",6.040229762968813,year brooklyn working three lowpaying job sending bulk earnings wife child undocumented immigrant felipe decides return home family mexico informs plan discovers squandered money deeply debt want return need stay continue earn
tm847805,Ludo,"Ludo is about the butterfly effect and how, despite all the chaos and crowd of the world, all our lives are inextricably connected. From a resurfaced sex tape to a rogue suitcase of money, four wildly different stories overlap at the whims of fate, chance and one eccentric criminal.",2020,150,"['crime', 'comedy', 'drama', 'action']",['IN'],7.578355189743825,ludo butterfly effect despite chaos crowd world life inextricably connected resurfaced sex tape rogue suitcase money four wildly different story overlap whim fate chance one eccentric criminal
tm814652,Mallesham,"The life of Padma Shri winner Chintakindi Mallesham, who invented the ASU machine that processes yarn for sarees mechanically, is being recreated in this biopic.",2019,131,['drama'],['IN'],7.849617598472999,life padma shri winner chintakindi mallesham invented asu machine process yarn saree mechanically recreated biopic
tm920599,Super Monsters: The New Class,"A new class of pint-sized preschoolers arrives at Pitchfork Pines, and the Super Monsters take their superpowers to the next level - the Purple Room.",2020,24,['animation'],['CA'],6.5,new class pintsized preschooler arrives pitchfork pine super monster take superpower next level purple room
tm813938,Mike Epps: Only One Mike,"A 2019 stand-up comedy special by comedian Mike Epps, where he tackles sexual misconduct, special education, aging body parts and more.",2019,63,['comedy'],['US'],6.35388934095558,2019 standup comedy special comedian mike epps tackle sexual misconduct special education aging body part
tm461532,Kill Me If You Dare,"Kill Me Darling is the story of a couple who decide to kill each other. Okan and Demet are married couple for 5 years. However, despite their years together, their relationship is not very good. The love of the two started like a fairy tale, continued with great excitement and reached a happy end. However, as their lives began to become ordinary after marriage, that sense of excitement within the couple began to die. At the end of 5 years, they become overwhelmed by each other. Even though they want different lives, the young couple, who cannot express it and start to become nervous to each other without making a sound, become a victim of a great misunderstanding on their wedding anniversary. As a result of the mistake, the husband and wife of 5 years decide to kill each other..",2019,104,"['romance', 'comedy']",['TR'],4.272790856468367,kill darling story couple decide kill okan demet married couple year however despite year together relationship good love two started like fairy tale continued great excitement reached happy end however life began become ordinary marriage sense excitement within couple began die end year become overwhelmed even though want different life young couple express start become nervous without making sound become victim great misunderstanding wedding anniversary result mistake husband wife year decide kill
tm820338,The 9th Precinct,An idealistic cop joins an underground police unit and battles ghoulish forces threatening the balance between the human and the supernatural realms.,2019,94,"['crime', 'fantasy', 'thriller', 'drama', 'action']",['TW'],6.082946469449134,idealistic cop join underground police unit battle ghoulish force threatening balance human supernatural realm
tm844236,True: Winter Wishes,"An ice crystal from a frosty realm is freezing everything in the Rainbow Kingdom, its citizens too! Can True save Winter Wishfest -- and her friends?",2019,45,"['action', 'family', 'animation']",['CA'],6.3999999999999995,ice crystal frosty realm freezing everything rainbow kingdom citizen true save winter wishfest friend
tm822502,Whindersson Nunes: Adulto,Brazilian YouTube sensation Whindersson Nunes revisits his humble beginnings and much more in a series of playful stories and peculiar songs.,2019,68,['comedy'],['BR'],7.919115345665157,brazilian youtube sensation whindersson nunes revisits humble beginning much series playful story peculiar song
tm839761,"Kalel, 15","Surrounded by tensions and secrets, a teenage boy searches for validation and navigates life with a dysfunctional family following an HIV diagnosis.",2019,104,['drama'],['PH'],9.105725353771776,surrounded tension secret teenage boy search validation navigates life dysfunctional family following hiv diagnosis
tm468651,Kandasamys: The Wedding,"Set in Chatsworth, Keeping up with the Kandasamys opens a window into the lifestyle and subculture of modern-day Indian South Africans; their aspirations, dreams and challenges.  Shanti Naidoo and Jennifer Kandasamy are matriarchal rivals of neighbouring families, whose young adult children become romantically involved. And the last thing these two Chatsworth mothers need is to be related to one another!  Well as much as they tried to keep their families apart it turned out we’re invited to the wedding!",2019,98,['comedy'],['ZA'],8.178045580758239,set chatsworth keeping kandasamys open window lifestyle subculture modernday indian south african aspiration dream challenge shanti naidoo jennifer kandasamy matriarchal rival neighbouring family whose young adult child become romantically involved last thing two chatsworth mother need related one another well much tried keep family apart turned invited wedding
tm834121,Birders,Bird watchers on both sides of the U.S.-Mexico border share their enthusiasm for protecting and preserving some of the world's most beautiful species.,2019,37,['documentation'],"['MX', 'US']",6.8,bird watcher side usmexico border share enthusiasm protecting preserving world beautiful specie
tm474618,A Tale of Two Kitchens,"Two countries, two restaurants, one vision. At Gabriela Cámara's acclaimed Contramar in Mexico City, the welcoming, uniformed waiters are as beloved by diners as the menu featuring fresh, local seafood caught within 24 hours. The entire staff sees themselves as part of an extended family. Meanwhile at Cala in San Francisco, Cámara hires staff from different backgrounds and cultures, including ex-felons and ex-addicts, who view the work as an important opportunity to grow as individuals. A Tale of Two Kitchens explores the ways in which a restaurant can serve as a place of both dignity and community.",2019,29,['documentation'],"['MX', 'US']",6.594651926493877,two country two restaurant one vision gabriela cámara acclaimed contramar mexico city welcoming uniformed waiter beloved diner menu featuring fresh local seafood caught within hour entire staff see part extended family meanwhile cala san francisco cámara hire staff different background culture including exfelons exaddicts view work important opportunity grow individual tale two kitchen explores way restaurant serve place dignity community
tm474496,Mujeres arriba,Three friends seek a more entertaining and fiery sex-life with their partners.,2020,100,"['comedy', 'romance']",['CL'],7.230943755904634,three friend seek entertaining fiery sexlife partner
tm677904,2 Weeks in Lagos,"2 Weeks in Lagos is a turbulent and thrilling journey into the lives of Ejikeme and Lola. Their lives collide when Ejikeme, an investment banker, comes home from the United States with Lola's brother Charlie to invest in Nigerian businesses. 2 Weeks in Lagos captures the excitement, vibrancy, and complexity of everyday life in Lagos, a dynamic city where anything is possible in 2 weeks.",2019,107,"['romance', 'drama', 'comedy']",['NG'],6.5,week lagos turbulent thrilling journey life ejikeme lola life collide ejikeme investment banker come home united state lola brother charlie invest nigerian business week lagos capture excitement vibrancy complexity everyday life lagos dynamic city anything possible week
tm476708,Kids on the Block,"Children who play constantly with their phones now seem to have forgotten to play on the street. At the insistence of new friends, children decide to play in the park again to end this course. But there is a problem: Bad Kazim sitting in the house next to the park. What is the secret of the evil Kazim who scares everyone who comes to the park? Will the children be able to take the park back from Kazim?",2019,103,"['comedy', 'family']",['TR'],5.078975800807767,child play constantly phone seem forgotten play street insistence new friend child decide play park end course problem bad kazim sitting house next park secret evil kazim scare everyone come park child able take park back kazim
tm822210,Eggnoid: Love & Time Portal,Eggnoid is a human who comes out from Eggnoid eggs. He's been assigned to look after and be a friend when a human feels lonely.,2019,102,"['romance', 'scifi', 'drama', 'fantasy']",['unknown_country'],6.1,eggnoid human come eggnoid egg assigned look friend human feel lonely
tm949905,Asura Guru,"Shakti, who becomes obsessed with money from childhood, goes on to become a tech-savvy thief. However, he becomes a changed man due to certain circumstances when cops nab him.",2020,120,"['action', 'crime', 'thriller']",['IN'],3.2,shakti becomes obsessed money childhood go become techsavvy thief however becomes changed man due certain circumstance cop nab
tm477403,Kaake Da Viyah,"A guy's family wants him to get married but it is harder than he thought. On one hand, his grandmother wants him to get married to a girl of her choice, and on the other, his mother is eager to select a girl for him. On top of that, he is already in love with a girl. His dilemma of being stuck between three women forms the crux of the story.",2019,133,"['comedy', 'romance']",['IN'],5.939195691457575,guy family want get married harder thought one hand grandmother want get married girl choice mother eager select girl top already love girl dilemma stuck three woman form crux story
tm935941,Horrid Henry's Gross Day Out,"Worlds collide when Henry makes plans to spend Saturday on the sofa watching a ""Gross Class Zero"" marathon â€” and his favorite characters come to life!",2020,61,"['family', 'animation', 'action', 'comedy']",['GB'],1.0837878148465347,world collide henry make plan spend saturday sofa watching gross class zero marathon favorite character come life
tm863514,House Arrest,A world-weary man's self-imposed home confinement becomes a comedy of errors with the simultaneous arrivals of a peculiar package and a curious journalist.,2019,104,['comedy'],['IN'],6.090540101905337,worldweary man selfimposed home confinement becomes comedy error simultaneous arrival peculiar package curious journalist
tm922943,Beyond the Boundary: ICC Women's T20 World Cup Australia 2020,"The ICC Women's T20 World Cup 2020 was a landmark event in the history of cricket and all women's sport. The ICC partnered with Netflix to capture the action, excitement and emotion of the event in a documentary.",2020,59,"['documentation', 'sport']",['AU'],6.0,icc woman t20 world cup 2020 landmark event history cricket woman sport icc partnered netflix capture action excitement emotion event documentary
tm439365,Bombairiya,"It follows the story of Meghna, who gets embroiled in a series of events after her phone gets stolen.",2019,108,"['drama', 'crime', 'comedy']",['IN'],7.053256830631069,follows story meghna get embroiled series event phone get stolen
tm927926,Dad Wanted,What does a thrill-seeker tween girl do when her mom forbids her to enter a BMX race? Cast an actor with nothing to lose to play her approving dad.,2020,102,"['drama', 'family', 'comedy']",['MX'],7.3847028720449135,thrillseeker tween girl mom forbids enter bmx race cast actor nothing lose play approving dad
tm944561,Rooting for Roona,"In rural India, a child with hydrocephalus gets a chance at life-changing surgery after her photos go viral. This documentary charts her journey.",2020,40,['documentation'],['IN'],7.400000000000001,rural india child hydrocephalus get chance lifechanging surgery photo viral documentary chart journey
tm818499,Revenge of the Pontianak,"1965, Malaysia. A small village helps Khalid and Siti prepare for their wedding day. Soon after, a great darkness falls upon the village as a string of horrific deaths and supernatural happenings create widespread fear and paranoia amongst the villagers. The events force a confession from Khalid to a murder of a girl he made pregnant years before, now believed to have returned as a Pontianak. To kill this vengeful vampire, he rallies all the men of the village and sets out into the jungle to hunt her down. But can the village stop her?",2019,92,"['horror', 'romance']","['SG', 'MY']",5.205923365782922,1965 malaysia small village help khalid siti prepare wedding day soon great darkness fall upon village string horrific death supernatural happening create widespread fear paranoia amongst villager event force confession khalid murder girl made pregnant year believed returned pontianak kill vengeful vampire rally men village set jungle hunt village stop
tm476922,Wanted - Matloubin,Wanted is a very human comedy about four old people who run away from a nursing home in the name of love and solidarity.,2019,90,"['comedy', 'drama']",['LB'],4.5,wanted human comedy four old people run away nursing home name love solidarity
tm822272,Love for Sale 2,"Tired of matchmaking by his mother, Ican brings a woman from a dating application and introduces her to Ros. Their family relations are warmed thanks to Arini and Ican starts to like her.",2019,92,"['drama', 'romance']",['ID'],7.082426527846984,tired matchmaking mother ican brings woman dating application introduces ro family relation warmed thanks arini ican start like
tm466854,Uriyadi 2,A young man struggles for justice for the victims who are affected by the chemical plant leakage which lead to many deaths in the village.,2019,119,"['action', 'thriller']",['IN'],6.948312566183651,young man struggle justice victim affected chemical plant leakage lead many death village
tm845594,Irandam Ulagaporin Kadaisi Gundu,A hardworking lorry driver who works at an old paper mart learns about the presence of a bomb and does everything he can to stop it from exploding.,2019,141,"['drama', 'thriller']",['IN'],6.545128432568275,hardworking lorry driver work old paper mart learns presence bomb everything stop exploding
tm530822,Carlos Almaraz: Playing with Fire,"Explore the life of Carlos Almaraz, a Chicano activist, sexual outlaw, and visionary painter of some of the most unforgettable images of Southern California.",2019,82,['documentation'],['US'],7.031478058235699,explore life carlos almaraz chicano activist sexual outlaw visionary painter unforgettable image southern california
tm463217,Hamid,"Eight year-old Hamid learns that 786 is God's number and decides to try and reach out to God, by dialing this number. He wants to talk to his father, who his mother tells him has gone to Allah. One fine day the phone call is answered.",2019,108,['drama'],['IN'],7.307825602229102,eight yearold hamid learns 786 god number decides try reach god dialing number want talk father mother tell gone allah one fine day phone call answered
tm467116,Life Overtakes Me,"Hundreds of refugee children in Sweden, who have fled with their families from extreme trauma, have become afflicted with 'uppgivenhetssyndrom,' or Resignation Syndrome. Facing deportation, they withdraw from the world into a coma-like state, as if frozen, for months, or even years.",2019,39,['documentation'],"['SE', 'US']",6.393123255340505,hundred refugee child sweden fled family extreme trauma become afflicted uppgivenhetssyndrom resignation syndrome facing deportation withdraw world comalike state frozen month even year
tm879556,David A. Arnold Fat Ballerina,Stand up comedy special featuring David A. Arnold.,2020,60,['comedy'],['US'],4.796298198244528,stand comedy special featuring david arnold
tm838022,Upstarts,"Hoping to do good while making millions, three college graduates create a startup. But as business begins to flourish, their own bond starts to fray.",2019,112,['drama'],['IN'],6.9712835533276705,hoping good making million three college graduate create startup business begin flourish bond start fray
tm468811,Mehandi Circus,"A music shop owner falls in love with a girl from a circus troupe that visits his village, but caste and class stand in the way.",2019,135,['drama'],['IN'],6.289809043335579,music shop owner fall love girl circus troupe visit village caste class stand way
tm812593,Feo pero Sabroso,"When an unattractive man gets engaged to a beautiful woman, their families oppose the union and the priest set to perform the ceremony is kidnapped.",2019,90,['comedy'],['CO'],6.846736676734836,unattractive man get engaged beautiful woman family oppose union priest set perform ceremony kidnapped
tm814953,This Earth of Mankind,A Javanese royal and half-Dutch woman fall in love as Indonesia rises to independence from colonial rule.,2019,181,"['drama', 'history']",['ID'],7.178491990729788,javanese royal halfdutch woman fall love indonesia rise independence colonial rule
tm853091,The American Game,"In a mold of romantic comedy, a young man and girl struggle with many material and social difficulties in trying to conclude their marriage, and unexpectedly, the owner of the company they work for offers an alluring offer that helps them solve all their problems, but he will put their love to the test.",2019,92,['comedy'],['EG'],5.0,mold romantic comedy young man girl struggle many material social difficulty trying conclude marriage unexpectedly owner company work offer alluring offer help solve problem put love test
tm467955,Francesco De Carlo: Cose di Questo Mondo,"Taking to the stage in Milan, Francesco de Carlo opens up about bad habits, religion, politics and what he's learned from travelling the world.",2019,61,['comedy'],['unknown_country'],6.778193000971796,taking stage milan francesco carlo open bad habit religion politics learned travelling world
tm846354,#FriendButMarried 2,"As Ayu and Ditto finally transition from best friends to newlyweds, a quick pregnancy creates uncertainty for the future of their young marriage.",2020,104,"['drama', 'comedy', 'romance']",['ID'],7.421261805971029,ayu ditto finally transition best friend newlywed quick pregnancy creates uncertainty future young marriage
tm953122,Elf Pets: Santa's Reindeer Rescue,"It's almost Christmas and Santa's test flights have run into trouble. Can The Elf on the Shelf, a crew of adorable Elf Pets Reindeer and Santa's gang of trusted Scout Elf friends help him find the answer before it's too late? Join Santa's cast of whimsical characters in this animated Christmas Special full of toe-tapping humor and heart, as they work together to save the holiday season and discover the power of love.",2020,26,['animation'],['unknown_country'],5.000000000000001,almost christmas santa test flight run trouble elf shelf crew adorable elf pet reindeer santa gang trusted scout elf friend help find answer late join santa cast whimsical character animated christmas special full toetapping humor heart work together save holiday season discover power love
tm373655,Sarvam Thaala Mayam,"Peter who tries to find his place in the world of classical Indian music embarks on a journey that helps him evolve personally, spiritually and musically.",2019,133,"['drama', 'music']",['IN'],7.319631534175854,peter try find place world classical indian music embarks journey help evolve personally spiritually musically
tm981956,Spirit Riding Free: Ride Along Adventure,Join Lucky and her friends on an interactive mission to save Maricela’s beloved mare from greedy horse thieves who've taken her captive with a wild herd.,2020,22,"['animation', 'comedy', 'action', 'family', 'western', 'drama']",['US'],8.605081390915077,join lucky friend interactive mission save maricela beloved mare greedy horse thief taken captive wild herd
